0	2035
1	675
2	1850
3	1314
4	345
5	662
6	368
7	335
8	1656
9	987
10	187
11	75
12	622
13	730
14	582
15	1640
16	763
17	428
18	311
19	352
20	827
21	2103
22	1467
23	2058
24	1539
25	1605
26	2040
27	408
28	1420
29	1461
30	619
31	238
32	136
33	2091
34	579
35	1609
36	1955
37	410
38	1029
39	1486
40	2001
41	1107
42	1864
43	1046
44	435
45	1736
46	589
47	257
48	882
49	205
50	878
51	2104
52	1909
53	1219
54	438
55	449
56	1842
57	816
58	422
59	1364
60	1502
61	457
62	1989
63	1079
64	2041
65	1249
66	919
67	1512
68	1930
69	1622
70	2038
71	1684
72	210
73	1443
74	10
75	1922
76	1915
77	1881
78	2088
79	777
80	1039
81	610
82	1069
83	1661
84	1057
85	1510
86	1103
87	1516
88	1927
89	1975
90	1105
91	1547
92	334
93	799
94	135
95	1041
96	794
97	988
98	1816
99	1589
100	1242
101	1897
102	1308
103	979
104	2132
105	1004
106	1789
107	1810
108	1221
109	1286
110	1240
111	1028
112	2089
113	331
114	1350
115	1189
116	1183
117	1637
118	634
119	921
120	1319
121	1258
122	912
123	750
124	855
125	1291
126	222
127	1523
128	445
129	2087
130	1290
131	547
132	258
133	1179
134	95
135	1354
135	1365
136	1387
137	33
138	577
139	1302
140	1198
141	536
142	1963
143	2044
144	1343
145	719
146	459
147	689
148	1659
149	1992
150	2072
151	201
152	906
153	1818
154	1149
155	204
156	360
157	594
158	1748
159	468
160	2065
161	2029
162	826
163	1487
164	1008
165	741
166	1905
167	956
168	1324
169	813
170	970
171	1277
172	2061
173	2102
174	2013
175	679
176	1702
177	1747
178	1257
179	1418
180	1235
181	234
182	1750
183	1447
184	2157
185	1616
186	11
187	1424
188	1829
189	580
190	674
191	1671
192	834
193	319
194	1633
195	553
196	365
197	942
198	2150
199	1392
200	150
201	1393
202	871
203	1853
204	48
205	154
206	1080
207	926
208	1357
209	495
210	1914
211	73
212	960
213	1690
214	248
215	1885
216	1590
217	1835
218	1544
219	999
220	301
221	363
222	676
223	127
224	1701
225	974
226	1796
227	838
228	1086
229	1014
230	1373
230	1442
231	718
232	947
233	1945
234	1050
235	180
236	1591
237	378
238	1456
239	30
240	1415
241	1388
242	683
243	823
244	899
245	2156
246	527
247	543
248	1284
249	215
250	263
251	552
252	2164
253	1513
254	505
255	1677
256	46
257	396
258	1455
259	133
260	1098
261	1359
262	251
263	1315
264	1000
265	2008
266	747
267	1346
268	1253
269	511
270	1664
271	748
272	514
273	1010
274	2149
275	1635
276	1383
277	1152
278	973
279	1295
280	1815
281	1870
282	1898
283	1053
284	340
285	1525
286	1691
287	1498
288	1957
289	1961
290	1034
291	831
292	1168
293	416
294	1573
295	1165
296	1187
297	1099
298	500
299	1705
300	221
301	494
302	1358
303	1117
304	734
305	1147
306	1378
307	1444
308	841
309	887
310	19
311	1871
312	1804
313	513
314	752
315	2138
316	1185
317	1272
318	192
319	1299
320	660
321	1135
322	371
323	740
324	1246
325	419
326	1873
327	1296
328	1680
329	2077
330	112
331	1657
332	377
333	1006
334	6
335	93
336	482
337	1995
338	1721
339	1934
340	578
341	285
342	1974
343	374
344	5
345	1515
346	1647
347	1081
348	1339
349	604
350	1795
351	771
352	1499
353	18
354	510
355	1289
356	650
357	2152
358	1980
359	2049
360	1859
361	157
362	220
363	631
364	197
365	1012
366	1580
367	1133
368	455
369	7
370	323
371	1596
372	694
373	1608
374	1192
375	342
376	333
377	1880
378	738
379	236
380	501
381	489
382	1140
383	635
384	1906
385	1951
386	409
387	1541
388	2054
389	840
390	404
391	681
392	507
393	1576
394	1937
395	803
396	2126
397	256
398	1788
399	1410
400	1397
401	1817
402	1382
403	951
404	985
405	391
406	620
407	1208
408	387
409	26
410	1267
411	36
412	1562
413	2105
414	837
415	1821
416	1812
417	292
418	324
419	700
420	1949
421	1245
422	873
423	59
424	575
425	797
426	1612
427	918
428	1560
429	16
430	1730
431	1971
432	1895
433	1556
434	45
435	1595
436	1925
437	1403
438	1134
439	55
440	1663
441	1215
442	768
443	1763
444	129
445	1173
446	923
447	1847
448	54
449	825
450	1588
451	1959
452	1526
453	1032
454	369
455	2037
456	60
457	1621
458	147
459	2146
460	1767
461	1968
462	1735
463	1097
464	939
465	1488
466	1682
467	1644
468	833
469	158
470	949
471	581
472	1066
473	962
474	1978
475	1903
476	1431
477	1809
478	1264
479	1094
480	1136
481	492
482	1568
483	337
484	1123
485	1265
486	1207
487	1733
488	380
489	2127
490	847
491	2042
492	994
493	480
494	208
495	300
496	2024
497	1130
498	1311
499	933
500	381
501	299
502	769
503	2066
504	255
505	1325
506	393
507	1065
508	1725
509	959
510	268
511	355
512	312
513	612
514	909
515	273
516	915
517	1475
518	1710
519	1642
520	1884
521	603
522	880
523	1351
524	1807
525	1025
526	247
527	1386
528	2069
529	1426
530	1712
531	1563
532	896
533	1323
534	1782
535	1833
536	1120
537	140
538	941
539	1159
540	1857
541	1085
542	246
543	2167
544	1953
545	2106
546	130
547	2094
548	1545
549	1561
550	1180
551	746
552	194
553	250
554	946
555	1001
556	1214
557	607
558	1839
559	1741
560	1016
561	597
562	1182
563	922
563	1738
563	2123
564	1613
565	1122
566	2111
567	2022
568	2046
569	1436
570	1398
571	2145
572	1212
573	1984
574	425
575	1517
576	139
577	698
578	35
579	341
580	470
581	188
582	1300
583	15
584	2118
585	726
586	1548
587	654
588	47
589	1926
590	991
591	703
592	924
593	1692
594	1344
595	156
596	560
597	1891
598	1285
599	1714
600	758
601	1634
602	520
603	1604
604	1003
605	348
606	556
607	1121
608	1745
609	1244
610	1724
611	80
612	1322
613	512
614	1476
615	1685
616	1681
617	983
618	31
619	1626
620	1009
621	407
622	762
623	13
624	1527
625	1494
626	1697
627	1282
628	684
629	1229
630	362
631	1234
632	1320
633	1520
634	382
635	119
636	1740
637	1757
638	774
639	1073
640	1587
641	711
642	2051
643	829
644	1059
645	1836
646	1459
647	2074
648	892
649	1027
650	1944
651	357
652	940
653	1965
654	1116
655	586
656	1262
657	732
658	1947
659	1938
660	889
661	321
662	701
663	4
664	1768
665	1052
666	729
667	766
668	1002
669	1153
670	1178
671	1716
672	1667
673	809
674	0
675	191
676	1013
677	223
678	174
679	2131
680	390
681	1805
682	243
683	938
684	1040
685	629
686	2071
687	1838
688	146
689	2116
690	2114
691	920
692	1390
693	1416
694	1334
695	373
696	1599
697	1480
698	2139
699	576
700	663
701	418
702	590
703	928
704	1554
705	793
706	1375
707	796
708	1799
709	787
710	640
711	1428
712	866
713	1345
714	1958
715	2031
716	1266
717	819
718	144
719	230
720	1188
721	1407
722	2120
723	1694
724	1552
725	1762
726	1776
727	584
728	667
729	1720
730	1381
731	12
732	776
733	656
734	1048
735	305
736	1908
737	954
738	1793
739	379
740	164
741	322
742	1834
743	1665
744	890
745	1193
746	267
747	550
748	1061
749	270
750	1354
751	122
752	2121
753	315
754	1876
755	832
756	1764
757	1440
758	1156
759	601
760	779
761	875
762	17
763	623
764	1528
765	1157
766	775
767	666
768	503
769	443
770	350
771	1292
772	1114
773	1973
774	767
775	639
776	78
777	733
778	761
779	1924
780	1586
781	1578
782	1524
783	1128
784	852
785	1766
786	708
787	1770
788	1615
789	1707
790	1917
791	2134
792	704
793	1910
794	995
795	97
796	424
797	706
798	92
799	1709
800	1430
801	1851
802	394
803	1078
804	1433
805	1203
806	2113
807	1907
808	672
809	1668
810	1043
811	1481
812	168
813	1651
814	1432
815	1400
816	1787
817	56
818	716
819	1333
820	1329
821	1543
822	242
823	1843
824	448
825	910
826	21
827	163
828	642
829	842
830	290
831	1095
832	469
833	754
834	1352
835	193
836	415
837	1280
838	1055
839	226
840	309
841	388
842	1501
843	828
844	883
845	1310
846	491
847	1557
848	1112
849	1427
850	1607
851	1409
852	1201
853	785
854	125
855	1363
856	998
857	1228
858	2015
859	1837
860	2090
861	1600
862	2109
863	903
864	1794
865	1990
866	1739
867	713
868	1453
869	1672
870	203
871	1448
872	423
873	1089
874	760
875	2117
876	2052
877	1194
878	1983
879	51
880	1210
881	523
882	845
883	49
883	997
884	1408
885	1077
886	308
887	2085
888	661
889	1521
890	1355
891	745
892	1771
893	649
894	1026
895	1457
896	935
897	533
898	245
899	955
900	1068
901	1584
902	862
903	1177
904	1191
905	1743
906	2100
907	153
908	515
909	2095
910	2083
911	824
912	1368
913	123
914	517
915	2023
916	1773
917	1145
918	67
919	426
920	118
921	690
922	447
923	562
923	1485
923	1489
924	1962
925	593
926	1250
927	206
928	966
929	702
930	1202
931	2119
932	498
933	1197
934	897
935	1007
936	1904
937	1999
938	465
939	682
940	539
941	653
942	1649
943	196
944	1389
945	1852
946	233
947	555
948	471
949	1139
950	402
951	2067
952	1610
953	2034
954	898
955	736
956	2028
957	166
958	508
959	1049
960	2159
961	213
962	1109
963	472
964	2107
965	1669
966	1865
967	929
968	1115
969	1024
970	1158
971	171
972	279
973	1899
974	1902
975	224
976	1394
977	1146
978	102
979	2084
980	1687
981	1385
982	616
983	1204
984	405
985	1462
986	8
987	2050
988	2016
989	96
990	591
991	2025
992	1477
993	1216
994	795
995	493
996	882
997	1362
998	218
999	857
1000	554
1001	265
1002	605
1003	669
1004	1848
1005	104
1006	934
1007	332
1008	621
1009	165
1010	1176
1011	272
1012	677
1013	364
1014	1341
1015	228
1016	1414
1017	561
1018	1734
1019	2093
1020	1929
1021	2154
1022	1921
1023	1625
1024	524
1025	968
1026	648
1027	895
1028	39
1029	110
1030	1402
1031	1806
1032	1827
1033	452
1034	1110
1035	291
1036	2130
1037	1102
1038	81
1039	2086
1040	94
1041	685
1042	811
1043	2059
1044	1505
1045	1125
1045	1212
1046	1623
1047	42
1048	958
1049	735
1050	1632
1051	235
1052	282
1053	664
1054	839
1055	1786
1056	85
1057	1496
1058	645
1059	1755
1060	749
1061	1744
1062	1274
1063	1723
1064	506
1065	1617
1066	1923
1067	473
1068	83
1069	901
1070	1645
1071	1096
1072	638
1073	1190
1074	1860
1075	1535
1076	884
1077	2075
1078	62
1079	802
1080	346
1081	207
1081	1337
1082	1463
1083	1298
1084	540
1085	1822
1086	2021
1087	229
1088	872
1089	1356
1090	1708
1091	1395
1092	1893
1093	2007
1094	830
1095	478
1096	462
1097	1070
1098	296
1099	261
1100	1328
1101	1718
1102	87
1103	1036
1104	91
1105	1141
1106	40
1107	1132
1108	963
1109	1260
1110	1419
1111	1035
1112	1237
1113	849
1114	969
1115	773
1116	302
1117	655
1118	1759
1119	1593
1120	606
1121	537
1122	485
1123	564
1124	1044
1125	1413
1126	1678
1127	2098
1128	1577
1129	782
1130	1336
1131	496
1132	366
1133	1106
1134	320
1135	439
1136	1888
