52 [26] LN:i:9280 RC:i:1,8 [4] LN:i:8704 RC:i:1,1,110 4691 0
9 [4] LN:i:8704 RC:i:1,53 [26] LN:i:9280 RC:i:1,1,111 4144 0
10 [5] LN:i:5984 RC:i:1,13 [6] LN:i:11184 RC:i:1,1,112 791 0
12 [6] LN:i:11184 RC:i:1,11 [5] LN:i:5984 RC:i:1,1,113 5871 0
15 [7] LN:i:10496 RC:i:1,10 [5] LN:i:5984 RC:i:1,1,114 9548 0
11 [5] LN:i:5984 RC:i:1,14 [7] LN:i:10496 RC:i:1,1,115 5189 0
10 [5] LN:i:5984 RC:i:1,24 [12] LN:i:11424 RC:i:1,1,116 2873 0
25 [12] LN:i:11424 RC:i:1,11 [5] LN:i:5984 RC:i:1,1,117 7831 0
40 [20] LN:i:9392 RC:i:1,10 [5] LN:i:5984 RC:i:1,1,118 8616 0
11 [5] LN:i:5984 RC:i:1,41 [20] LN:i:9392 RC:i:1,1,119 5220 0
42 [21] LN:i:7408 RC:i:1,10 [5] LN:i:5984 RC:i:1,1,120 3919 0
11 [5] LN:i:5984 RC:i:1,43 [21] LN:i:7408 RC:i:1,1,121 2744 0
49 [24] LN:i:10496 RC:i:1,10 [5] LN:i:5984 RC:i:1,1,122 9817 0
11 [5] LN:i:5984 RC:i:1,48 [24] LN:i:10496 RC:i:1,1,123 5411 0
56 [28] LN:i:10208 RC:i:1,10 [5] LN:i:5984 RC:i:1,1,124 7617 0
11 [5] LN:i:5984 RC:i:1,57 [28] LN:i:10208 RC:i:1,1,125 3287 0
58 [29] LN:i:10384 RC:i:1,10 [5] LN:i:5984 RC:i:1,1,126 10004 0
11 [5] LN:i:5984 RC:i:1,59 [29] LN:i:10384 RC:i:1,1,127 5703 0
17 [8] LN:i:10720 RC:i:1,12 [6] LN:i:11184 RC:i:1,1,128 3291 0
13 [6] LN:i:11184 RC:i:1,16 [8] LN:i:10720 RC:i:1,1,129 3281 0
18 [9] LN:i:8384 RC:i:1,12 [6] LN:i:11184 RC:i:1,1,130 4575 0
13 [6] LN:i:11184 RC:i:1,19 [9] LN:i:8384 RC:i:1,1,131 7605 0
25 [12] LN:i:11424 RC:i:1,12 [6] LN:i:11184 RC:i:1,1,132 1370 0
13 [6] LN:i:11184 RC:i:1,24 [12] LN:i:11424 RC:i:1,1,133 2062 0
38 [19] LN:i:9824 RC:i:1,12 [6] LN:i:11184 RC:i:1,1,134 6758 0
13 [6] LN:i:11184 RC:i:1,39 [19] LN:i:9824 RC:i:1,1,135 8058 0
12 [6] LN:i:11184 RC:i:1,43 [21] LN:i:7408 RC:i:1,1,136 8721 0
42 [21] LN:i:7408 RC:i:1,13 [6] LN:i:11184 RC:i:1,1,137 4822 0
44 [22] LN:i:10192 RC:i:1,12 [6] LN:i:11184 RC:i:1,1,138 8701 0
13 [6] LN:i:11184 RC:i:1,45 [22] LN:i:10192 RC:i:1,1,139 9814 0
54 [27] LN:i:9424 RC:i:1,12 [6] LN:i:11184 RC:i:1,1,140 7797 0
13 [6] LN:i:11184 RC:i:1,55 [27] LN:i:9424 RC:i:1,1,141 9627 0
41 [20] LN:i:9392 RC:i:1,14 [7] LN:i:10496 RC:i:1,1,142 12 0
15 [7] LN:i:10496 RC:i:1,40 [20] LN:i:9392 RC:i:1,1,143 582 0
43 [21] LN:i:7408 RC:i:1,14 [7] LN:i:10496 RC:i:1,1,144 2626 0
15 [7] LN:i:10496 RC:i:1,42 [21] LN:i:7408 RC:i:1,1,145 5803 0
14 [7] LN:i:10496 RC:i:1,48 [24] LN:i:10496 RC:i:1,1,146 261 0
49 [24] LN:i:10496 RC:i:1,15 [7] LN:i:10496 RC:i:1,1,147 27 0
57 [28] LN:i:10208 RC:i:1,14 [7] LN:i:10496 RC:i:1,1,148 1836 0
15 [7] LN:i:10496 RC:i:1,56 [28] LN:i:10208 RC:i:1,1,149 1271 0
14 [7] LN:i:10496 RC:i:1,59 [29] LN:i:10384 RC:i:1,1,150 608 0
58 [29] LN:i:10384 RC:i:1,15 [7] LN:i:10496 RC:i:1,1,151 87 0
16 [8] LN:i:10720 RC:i:1,20 [10] LN:i:9040 RC:i:1,1,152 8209 0
21 [10] LN:i:9040 RC:i:1,17 [8] LN:i:10720 RC:i:1,1,153 6554 0
24 [12] LN:i:11424 RC:i:1,16 [8] LN:i:10720 RC:i:1,1,154 1224 0
17 [8] LN:i:10720 RC:i:1,25 [12] LN:i:11424 RC:i:1,1,155 2036 0
16 [8] LN:i:10720 RC:i:1,26 [13] LN:i:9760 RC:i:1,1,156 8908 0
27 [13] LN:i:9760 RC:i:1,17 [8] LN:i:10720 RC:i:1,1,157 7918 0
16 [8] LN:i:10720 RC:i:1,45 [22] LN:i:10192 RC:i:1,1,158 6072 0
44 [22] LN:i:10192 RC:i:1,17 [8] LN:i:10720 RC:i:1,1,159 5080 0
16 [8] LN:i:10720 RC:i:1,55 [27] LN:i:9424 RC:i:1,1,160 5932 0
54 [27] LN:i:9424 RC:i:1,17 [8] LN:i:10720 RC:i:1,1,161 4266 0
21 [10] LN:i:9040 RC:i:1,18 [9] LN:i:8384 RC:i:1,1,162 5735 0
19 [9] LN:i:8384 RC:i:1,20 [10] LN:i:9040 RC:i:1,1,163 4679 0
18 [9] LN:i:8384 RC:i:1,25 [12] LN:i:11424 RC:i:1,1,164 3208 0
24 [12] LN:i:11424 RC:i:1,19 [9] LN:i:8384 RC:i:1,1,165 6191 0
29 [14] LN:i:9904 RC:i:1,18 [9] LN:i:8384 RC:i:1,1,166 5927 0
19 [9] LN:i:8384 RC:i:1,28 [14] LN:i:9904 RC:i:1,1,167 4374 0
36 [18] LN:i:11600 RC:i:1,18 [9] LN:i:8384 RC:i:1,1,168 9472 0
19 [9] LN:i:8384 RC:i:1,37 [18] LN:i:11600 RC:i:1,1,169 6072 0
44 [22] LN:i:10192 RC:i:1,18 [9] LN:i:8384 RC:i:1,1,170 4184 0
19 [9] LN:i:8384 RC:i:1,45 [22] LN:i:10192 RC:i:1,1,171 2306 0
54 [27] LN:i:9424 RC:i:1,18 [9] LN:i:8384 RC:i:1,1,172 3362 0
19 [9] LN:i:8384 RC:i:1,55 [27] LN:i:9424 RC:i:1,1,173 2115 0
20 [10] LN:i:9040 RC:i:1,26 [13] LN:i:9760 RC:i:1,1,174 648 0
27 [13] LN:i:9760 RC:i:1,21 [10] LN:i:9040 RC:i:1,1,175 1282 0
28 [14] LN:i:9904 RC:i:1,20 [10] LN:i:9040 RC:i:1,1,176 330 0
21 [10] LN:i:9040 RC:i:1,29 [14] LN:i:9904 RC:i:1,1,177 47 0
20 [10] LN:i:9040 RC:i:1,32 [16] LN:i:11328 RC:i:1,1,178 2202 0
33 [16] LN:i:11328 RC:i:1,21 [10] LN:i:9040 RC:i:1,1,179 4006 0
20 [10] LN:i:9040 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,180 4263 0
34 [17] LN:i:9792 RC:i:1,21 [10] LN:i:9040 RC:i:1,1,181 4543 0
20 [10] LN:i:9040 RC:i:1,37 [18] LN:i:11600 RC:i:1,1,182 1206 0
36 [18] LN:i:11600 RC:i:1,21 [10] LN:i:9040 RC:i:1,1,183 3524 0
45 [22] LN:i:10192 RC:i:1,20 [10] LN:i:9040 RC:i:1,1,184 2305 0
21 [10] LN:i:9040 RC:i:1,44 [22] LN:i:10192 RC:i:1,1,185 1950 0
20 [10] LN:i:9040 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,186 5522 0
50 [25] LN:i:10320 RC:i:1,21 [10] LN:i:9040 RC:i:1,1,187 6509 0
55 [27] LN:i:9424 RC:i:1,20 [10] LN:i:9040 RC:i:1,1,188 2403 0
21 [10] LN:i:9040 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,189 2703 0
30 [15] LN:i:7792 RC:i:1,22 [11] LN:i:11568 RC:i:1,1,190 2691 0
23 [11] LN:i:11568 RC:i:1,31 [15] LN:i:7792 RC:i:1,1,191 6223 0
32 [16] LN:i:11328 RC:i:1,22 [11] LN:i:11568 RC:i:1,1,192 10002 0
23 [11] LN:i:11568 RC:i:1,33 [16] LN:i:11328 RC:i:1,1,193 10224 0
35 [17] LN:i:9792 RC:i:1,22 [11] LN:i:11568 RC:i:1,1,194 8149 0
23 [11] LN:i:11568 RC:i:1,34 [17] LN:i:9792 RC:i:1,1,195 10047 0
46 [23] LN:i:8576 RC:i:1,22 [11] LN:i:11568 RC:i:1,1,196 3365 0
23 [11] LN:i:11568 RC:i:1,47 [23] LN:i:8576 RC:i:1,1,197 6525 0
51 [25] LN:i:10320 RC:i:1,22 [11] LN:i:11568 RC:i:1,1,198 6698 0
23 [11] LN:i:11568 RC:i:1,50 [25] LN:i:10320 RC:i:1,1,199 8118 0
22 [11] LN:i:11568 RC:i:1,53 [26] LN:i:9280 RC:i:1,1,200 2657 0
52 [26] LN:i:9280 RC:i:1,23 [11] LN:i:11568 RC:i:1,1,201 22 0
24 [12] LN:i:11424 RC:i:1,28 [14] LN:i:9904 RC:i:1,1,202 10644 0
29 [14] LN:i:9904 RC:i:1,25 [12] LN:i:11424 RC:i:1,1,203 9130 0
24 [12] LN:i:11424 RC:i:1,39 [19] LN:i:9824 RC:i:1,1,204 6666 0
38 [19] LN:i:9824 RC:i:1,25 [12] LN:i:11424 RC:i:1,1,205 5496 0
42 [21] LN:i:7408 RC:i:1,24 [12] LN:i:11424 RC:i:1,1,206 6976 0
25 [12] LN:i:11424 RC:i:1,43 [21] LN:i:7408 RC:i:1,1,207 10909 0
24 [12] LN:i:11424 RC:i:1,45 [22] LN:i:10192 RC:i:1,1,208 8541 0
44 [22] LN:i:10192 RC:i:1,25 [12] LN:i:11424 RC:i:1,1,209 7384 0
24 [12] LN:i:11424 RC:i:1,55 [27] LN:i:9424 RC:i:1,1,210 8343 0
54 [27] LN:i:9424 RC:i:1,25 [12] LN:i:11424 RC:i:1,1,211 6515 0
28 [14] LN:i:9904 RC:i:1,26 [13] LN:i:9760 RC:i:1,1,212 1020 0
27 [13] LN:i:9760 RC:i:1,29 [14] LN:i:9904 RC:i:1,1,213 1329 0
26 [13] LN:i:9760 RC:i:1,32 [16] LN:i:11328 RC:i:1,1,214 1543 0
33 [16] LN:i:11328 RC:i:1,27 [13] LN:i:9760 RC:i:1,1,215 2682 0
26 [13] LN:i:9760 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,216 3673 0
34 [17] LN:i:9792 RC:i:1,27 [13] LN:i:9760 RC:i:1,1,217 3117 0
26 [13] LN:i:9760 RC:i:1,37 [18] LN:i:11600 RC:i:1,1,218 556 0
36 [18] LN:i:11600 RC:i:1,27 [13] LN:i:9760 RC:i:1,1,219 2158 0
26 [13] LN:i:9760 RC:i:1,46 [23] LN:i:8576 RC:i:1,1,220 7940 0
47 [23] LN:i:8576 RC:i:1,27 [13] LN:i:9760 RC:i:1,1,221 6577 0
26 [13] LN:i:9760 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,222 4969 0
50 [25] LN:i:10320 RC:i:1,27 [13] LN:i:9760 RC:i:1,1,223 4902 0
55 [27] LN:i:9424 RC:i:1,26 [13] LN:i:9760 RC:i:1,1,224 3158 0
27 [13] LN:i:9760 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,225 3989 0
28 [14] LN:i:9904 RC:i:1,32 [16] LN:i:11328 RC:i:1,1,226 2797 0
33 [16] LN:i:11328 RC:i:1,29 [14] LN:i:9904 RC:i:1,1,227 4117 0
28 [14] LN:i:9904 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,228 4977 0
34 [17] LN:i:9792 RC:i:1,29 [14] LN:i:9904 RC:i:1,1,229 4635 0
28 [14] LN:i:9904 RC:i:1,37 [18] LN:i:11600 RC:i:1,1,230 1664 0
36 [18] LN:i:11600 RC:i:1,29 [14] LN:i:9904 RC:i:1,1,231 3606 0
45 [22] LN:i:10192 RC:i:1,28 [14] LN:i:9904 RC:i:1,1,232 2044 0
29 [14] LN:i:9904 RC:i:1,44 [22] LN:i:10192 RC:i:1,1,233 2025 0
28 [14] LN:i:9904 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,234 6265 0
50 [25] LN:i:10320 RC:i:1,29 [14] LN:i:9904 RC:i:1,1,235 6570 0
55 [27] LN:i:9424 RC:i:1,28 [14] LN:i:9904 RC:i:1,1,236 2161 0
29 [14] LN:i:9904 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,237 2798 0
32 [16] LN:i:11328 RC:i:1,30 [15] LN:i:7792 RC:i:1,1,238 7187 0
31 [15] LN:i:7792 RC:i:1,33 [16] LN:i:11328 RC:i:1,1,239 3803 0
35 [17] LN:i:9792 RC:i:1,30 [15] LN:i:7792 RC:i:1,1,240 5124 0
31 [15] LN:i:7792 RC:i:1,34 [17] LN:i:9792 RC:i:1,1,241 3641 0
46 [23] LN:i:8576 RC:i:1,30 [15] LN:i:7792 RC:i:1,1,242 464 0
31 [15] LN:i:7792 RC:i:1,47 [23] LN:i:8576 RC:i:1,1,243 288 0
51 [25] LN:i:10320 RC:i:1,30 [15] LN:i:7792 RC:i:1,1,244 3723 0
31 [15] LN:i:7792 RC:i:1,50 [25] LN:i:10320 RC:i:1,1,245 1766 0
30 [15] LN:i:7792 RC:i:1,53 [26] LN:i:9280 RC:i:1,1,246 5286 0
52 [26] LN:i:9280 RC:i:1,31 [15] LN:i:7792 RC:i:1,1,247 6531 0
32 [16] LN:i:11328 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,248 2163 0
34 [17] LN:i:9792 RC:i:1,33 [16] LN:i:11328 RC:i:1,1,249 176 0
37 [18] LN:i:11600 RC:i:1,32 [16] LN:i:11328 RC:i:1,1,250 1012 0
33 [16] LN:i:11328 RC:i:1,36 [18] LN:i:11600 RC:i:1,1,251 492 0
45 [22] LN:i:10192 RC:i:1,32 [16] LN:i:11328 RC:i:1,1,252 4791 0
33 [16] LN:i:11328 RC:i:1,44 [22] LN:i:10192 RC:i:1,1,253 6139 0
32 [16] LN:i:11328 RC:i:1,46 [23] LN:i:8576 RC:i:1,1,254 6724 0
47 [23] LN:i:8576 RC:i:1,33 [16] LN:i:11328 RC:i:1,1,255 3847 0
32 [16] LN:i:11328 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,256 3523 0
50 [25] LN:i:10320 RC:i:1,33 [16] LN:i:11328 RC:i:1,1,257 2217 0
55 [27] LN:i:9424 RC:i:1,32 [16] LN:i:11328 RC:i:1,1,258 4850 0
