33 [16] LN:i:11328 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,259 6934 0
34 [17] LN:i:9792 RC:i:1,36 [18] LN:i:11600 RC:i:1,1,260 697 0
37 [18] LN:i:11600 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,261 3131 0
34 [17] LN:i:9792 RC:i:1,38 [19] LN:i:9824 RC:i:1,1,262 8292 0
39 [19] LN:i:9824 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,263 8412 0
34 [17] LN:i:9792 RC:i:1,44 [22] LN:i:10192 RC:i:1,1,264 6723 0
45 [22] LN:i:10192 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,265 7119 0
47 [23] LN:i:8576 RC:i:1,34 [17] LN:i:9792 RC:i:1,1,266 3670 0
35 [17] LN:i:9792 RC:i:1,46 [23] LN:i:8576 RC:i:1,1,267 4626 0
50 [25] LN:i:10320 RC:i:1,34 [17] LN:i:9792 RC:i:1,1,268 2013 0
35 [17] LN:i:9792 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,269 1379 0
34 [17] LN:i:9792 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,270 7539 0
55 [27] LN:i:9424 RC:i:1,35 [17] LN:i:9792 RC:i:1,1,271 7162 0
36 [18] LN:i:11600 RC:i:1,38 [19] LN:i:9824 RC:i:1,1,272 7134 0
39 [19] LN:i:9824 RC:i:1,37 [18] LN:i:11600 RC:i:1,1,273 5154 0
47 [23] LN:i:8576 RC:i:1,36 [18] LN:i:11600 RC:i:1,1,274 4332 0
37 [18] LN:i:11600 RC:i:1,46 [23] LN:i:8576 RC:i:1,1,275 7546 0
50 [25] LN:i:10320 RC:i:1,36 [18] LN:i:11600 RC:i:1,1,276 2715 0
37 [18] LN:i:11600 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,277 4385 0
36 [18] LN:i:11600 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,278 6390 0
55 [27] LN:i:9424 RC:i:1,37 [18] LN:i:11600 RC:i:1,1,279 3798 0
44 [22] LN:i:10192 RC:i:1,38 [19] LN:i:9824 RC:i:1,1,280 1606 0
39 [19] LN:i:9824 RC:i:1,45 [22] LN:i:10192 RC:i:1,1,281 1694 0
54 [27] LN:i:9424 RC:i:1,38 [19] LN:i:9824 RC:i:1,1,282 740 0
39 [19] LN:i:9824 RC:i:1,55 [27] LN:i:9424 RC:i:1,1,283 1522 0
40 [20] LN:i:9392 RC:i:1,42 [21] LN:i:7408 RC:i:1,1,284 4888 0
43 [21] LN:i:7408 RC:i:1,41 [20] LN:i:9392 RC:i:1,1,285 2608 0
49 [24] LN:i:10496 RC:i:1,40 [20] LN:i:9392 RC:i:1,1,286 607 0
41 [20] LN:i:9392 RC:i:1,48 [24] LN:i:10496 RC:i:1,1,287 232 0
40 [20] LN:i:9392 RC:i:1,56 [28] LN:i:10208 RC:i:1,1,288 671 0
57 [28] LN:i:10208 RC:i:1,41 [20] LN:i:9392 RC:i:1,1,289 1850 0
58 [29] LN:i:10384 RC:i:1,40 [20] LN:i:9392 RC:i:1,1,290 694 0
41 [20] LN:i:9392 RC:i:1,59 [29] LN:i:10384 RC:i:1,1,291 519 0
49 [24] LN:i:10496 RC:i:1,42 [21] LN:i:7408 RC:i:1,1,292 5882 0
43 [21] LN:i:7408 RC:i:1,48 [24] LN:i:10496 RC:i:1,1,293 2858 0
56 [28] LN:i:10208 RC:i:1,42 [21] LN:i:7408 RC:i:1,1,294 4055 0
43 [21] LN:i:7408 RC:i:1,57 [28] LN:i:10208 RC:i:1,1,295 603 0
58 [29] LN:i:10384 RC:i:1,42 [21] LN:i:7408 RC:i:1,1,296 6010 0
43 [21] LN:i:7408 RC:i:1,59 [29] LN:i:10384 RC:i:1,1,297 3168 0
50 [25] LN:i:10320 RC:i:1,44 [22] LN:i:10192 RC:i:1,1,298 8663 0
45 [22] LN:i:10192 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,299 8481 0
44 [22] LN:i:10192 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,300 816 0
55 [27] LN:i:9424 RC:i:1,45 [22] LN:i:10192 RC:i:1,1,301 173 0
51 [25] LN:i:10320 RC:i:1,46 [23] LN:i:8576 RC:i:1,1,302 3241 0
47 [23] LN:i:8576 RC:i:1,50 [25] LN:i:10320 RC:i:1,1,303 1602 0
46 [23] LN:i:8576 RC:i:1,53 [26] LN:i:9280 RC:i:1,1,304 6154 0
52 [26] LN:i:9280 RC:i:1,47 [23] LN:i:8576 RC:i:1,1,305 6832 0
57 [28] LN:i:10208 RC:i:1,48 [24] LN:i:10496 RC:i:1,1,306 2062 0
49 [24] LN:i:10496 RC:i:1,56 [28] LN:i:10208 RC:i:1,1,307 1342 0
48 [24] LN:i:10496 RC:i:1,59 [29] LN:i:10384 RC:i:1,1,308 333 0
58 [29] LN:i:10384 RC:i:1,49 [24] LN:i:10496 RC:i:1,1,309 59 0
52 [26] LN:i:9280 RC:i:1,50 [25] LN:i:10320 RC:i:1,1,310 8499 0
51 [25] LN:i:10320 RC:i:1,53 [26] LN:i:9280 RC:i:1,1,311 9447 0
50 [25] LN:i:10320 RC:i:1,54 [27] LN:i:9424 RC:i:1,1,312 9458 0
55 [27] LN:i:9424 RC:i:1,51 [25] LN:i:10320 RC:i:1,1,313 8549 0
58 [29] LN:i:10384 RC:i:1,56 [28] LN:i:10208 RC:i:1,1,314 1403 0
57 [28] LN:i:10208 RC:i:1,59 [29] LN:i:10384 RC:i:1,1,315 2321 0
